fold,class,feature,mean_abs_shap,sample_users
fold_2,invol_churn,purchase_spend_d14,0.0021052349282798333,1500
fold_2,invol_churn,purchase_span_days,0.0013237097724360164,1500
fold_2,invol_churn,attempts_per_purchase,0.002033521317403475,1500
fold_2,invol_churn,failures_per_purchase,0.0015057722147733218,1500
fold_2,invol_churn,spend_per_attempt,0.0037792666751663095,1500
fold_2,invol_churn,purchase_attempt_gap,0.0004583375304391019,1500
fold_2,invol_churn,activity_days_total,0.0,1500
fold_2,not_churned,subscription_plan,0.012525173401662159,1500
fold_2,not_churned,country_code,0.12057499203779569,1500
fold_2,not_churned,signup_weekday,0.014820274372983059,1500
fold_2,not_churned,signup_hour,0.008470655714982591,1500
fold_2,not_churned,signup_is_weekend,0.007126575164890834,1500
fold_2,not_churned,quiz_rows,0.0,1500
fold_2,not_churned,quiz_missing_answers,0.003733579161496809,1500
fold_2,not_churned,quiz_answered,0.0,1500
fold_2,not_churned,quiz_source,0.029676372576181033,1500
fold_2,not_churned,quiz_flow_type,0.002376266241529564,1500
fold_2,not_churned,quiz_team_size,0.06803180842426554,1500
fold_2,not_churned,quiz_experience,0.021668770371743654,1500
fold_2,not_churned,quiz_usage_plan,0.008476165023871081,1500
fold_2,not_churned,quiz_frustration,0.04066707159221583,1500
fold_2,not_churned,quiz_first_feature,0.009615581912437983,1500
fold_2,not_churned,quiz_role,0.009547446708980492,1500
fold_2,not_churned,quiz_cost_concern,0.005026395351383541,1500
fold_2,not_churned,attempt_count,6.42832601164264e-05,1500
fold_2,not_churned,attempt_unique_transactions,0.00017637445164660865,1500
fold_2,not_churned,attempt_active_days,0.0033296273401469735,1500
fold_2,not_churned,attempt_success_count,0.0005051245831644444,1500
fold_2,not_churned,attempt_failure_count,0.0025656811801310843,1500
fold_2,not_churned,attempt_failure_rate,0.004866961385055249,1500
fold_2,not_churned,attempt_amount_sum,0.0037370273620788486,1500
fold_2,not_churned,attempt_amount_mean,0.006606844599397767,1500
fold_2,not_churned,attempt_amount_std,0.0013231097405730784,1500
fold_2,not_churned,attempt_amount_max,0.0016418089277843225,1500
fold_2,not_churned,attempt_first_day,0.0,1500
fold_2,not_churned,attempt_last_day,0.010902704300942496,1500
fold_2,not_churned,attempt_night_rate,0.0,1500
fold_2,not_churned,attempt_weekend_rate,0.009082171776981814,1500
fold_2,not_churned,attempt_distinct_failures,0.0,1500
fold_2,not_churned,attempt_distinct_cards,3.407159689151796e-07,1500
fold_2,not_churned,attempt_distinct_banks,0.0010210621025340469,1500
fold_2,not_churned,attempt_distinct_card_countries,0.00048540968788282884,1500
fold_2,not_churned,attempt_count_d1,0.0026427883531008663,1500
fold_2,not_churned,attempt_failures_d1,0.0006383910022583813,1500
fold_2,not_churned,attempt_count_d3,0.0024104023242304644,1500
fold_2,not_churned,attempt_failures_d3,7.386699997316912e-05,1500
fold_2,not_churned,attempt_count_d7,0.00035255404774927766,1500
fold_2,not_churned,attempt_failures_d7,0.0011430114857281096,1500
fold_2,not_churned,attempt_count_d14,0.0,1500
fold_2,not_churned,attempt_failures_d14,0.000310760399273692,1500
fold_2,not_churned,failure_card_declined_count,0.00034490897208411454,1500
fold_2,not_churned,failure_insufficient_funds_count,0.0,1500
fold_2,not_churned,failure_incorrect_cvc_count,0.0,1500
fold_2,not_churned,failure_expired_card_count,0.0,1500
fold_2,not_churned,failure_authentication_required_count,0.0,1500
fold_2,not_churned,failure_do_not_honor_count,0.0,1500
fold_2,not_churned,failure_processing_error_count,0.0,1500
fold_2,not_churned,failure_generic_decline_count,0.0,1500
fold_2,not_churned,is_3d_secure_rate,0.0055677681865399925,1500
fold_2,not_churned,is_3d_secure_authenticated_rate,0.007888482674777639,1500
fold_2,not_churned,is_prepaid_rate,0.0015948836765341382,1500
fold_2,not_churned,is_virtual_rate,0.004256754427684408,1500
fold_2,not_churned,is_business_rate,0.06585793768213503,1500
fold_2,not_churned,attempt_last_billing_address_country,0.045667801346845324,1500
fold_2,not_churned,attempt_last_card_3d_secure_support,0.1422872945309245,1500
fold_2,not_churned,attempt_last_card_brand,0.01460509525193003,1500
fold_2,not_churned,attempt_last_card_country,0.04678887569929057,1500
fold_2,not_churned,attempt_last_card_funding,0.0376034391182861,1500
